,0,1,2,3
2396,2016-07-24,0.0,66,74
2397,2016-07-25,0.0,62,73
2398,2016-07-26,0.0,56,87
2399,2016-07-27,0.0,61,82
2400,2016-07-28,0.0,61,80
2401,2016-07-29,0.0,58,79
2402,2016-07-30,0.0,56,80
2403,2016-07-31,0.0,58,81
2404,2016-08-01,0.0,58,84
2405,2016-08-02,0.0,59,86
2406,2016-08-03,0.0,66,85
2407,2016-08-04,0.0,65,89
2408,2016-08-05,0.0,63,76
2409,2016-08-06,0.0,63,75
2410,2016-08-07,0.0,56,76
2411,2016-08-08,0.0,51,83
2412,2016-08-09,0.0,61,85
2413,2016-08-10,0.0,65,82
2414,2016-08-11,0.0,61,81
2415,2016-08-12,0.0,66,73
2416,2016-08-13,0.0,63,69
2417,2016-08-14,0.0,60,79
2418,2016-08-15,0.0,61,82
2419,2016-08-16,0.0,67,83
2420,2016-08-17,0.0,64,82
2421,2016-08-18,0.0,61,86
2422,2016-08-19,0.0,67,78
2423,2016-08-20,0.0,68,73
2424,2016-08-21,0.0,52,68
2425,2016-08-22,0.0,48,75
2426,2016-08-23,0.0,60,82
2427,2016-08-24,0.0,61,72
2428,2016-08-25,0.0,62,76
2429,2016-08-26,0.0,57,73
2430,2016-08-27,0.0,56,66
2431,2016-08-28,0.0,57,74
2432,2016-08-29,0.0,53,77
2433,2016-08-30,0.0,61,79
2434,2016-08-31,0.0,57,72
2435,2016-09-01,0.0,57,73
2436,2016-09-02,0.0,48,73
2437,2016-09-03,0.0,50,76
2438,2016-09-04,0.0,56,78
2439,2016-09-05,0.0,58,81
2440,2016-09-06,0.0,67,74
2441,2016-09-07,0.0,66,78
2442,2016-09-08,0.0,61,78
2443,2016-09-09,0.0,52,76
2444,2016-09-10,0.0,57,73
2445,2016-09-11,0.0,47,72
2446,2016-09-12,0.0,54,77
2447,2016-09-13,0.0,56,68
2448,2016-09-14,0.0,50,67
2449,2016-09-15,0.0,48,71
2450,2016-09-16,0.0,54,71
2451,2016-09-17,0.0,61,77
2452,2016-09-18,0.0,57,72
2453,2016-09-19,0.0,56,78
2454,2016-09-20,0.0,57,76
2455,2016-09-21,0.0,56,76
2456,2016-09-22,0.0,57,64
2457,2016-09-23,0.0,50,67
2458,2016-09-24,0.0,46,67
2459,2016-09-25,0.0,51,67
2460,2016-09-26,0.0,52,61
2461,2016-09-27,0.0,51,59
2462,2016-09-28,0.0,52,69
2463,2016-09-29,0.0,53,74
2464,2016-09-30,0.0,53,73
2465,2016-10-01,0.0,55,65
2466,2016-10-02,0.0,54,61
2467,2016-10-03,0.0,47,67
2468,2016-10-04,0.0,53,69
2469,2016-10-05,0.0,59,71
2470,2016-10-06,0.0,52,70
2471,2016-10-07,0.0,47,72
2472,2016-10-08,0.0,44,52
2473,2016-10-09,0.0,36,51
2474,2016-10-10,0.0,37,62
2475,2016-10-11,0.0,50,64
2476,2016-10-12,0.0,42,65
2477,2016-10-13,0.0,33,50
2478,2016-10-14,0.0,33,54
2479,2016-10-15,0.0,51,64
2480,2016-10-16,0.0,46,63
2481,2016-10-17,0.0,45,64
2482,2016-10-18,0.0,46,69
2483,2016-10-19,0.0,41,62
2484,2016-10-20,0.0,42,52
2485,2016-10-21,0.0,36,46
2486,2016-10-22,0.0,35,48
2487,2016-10-23,0.0,37,53
2488,2016-10-24,0.0,41,47
2489,2016-10-25,0.0,31,44
2490,2016-10-26,0.0,29,38
2491,2016-10-27,0.0,32,47
2492,2016-10-28,0.0,31,50
2493,2016-10-29,0.0,40,54
2494,2016-10-30,0.0,34,51
2495,2016-10-31,0.0,37,52
2496,2016-11-01,0.0,47,66
2497,2016-11-02,0.0,39,53
2498,2016-11-03,0.0,36,52
2499,2016-11-04,0.0,33,58
2500,2016-11-05,0.0,36,58
2501,2016-11-06,0.0,33,61
2502,2016-11-07,0.0,40,65
2503,2016-11-08,0.0,40,54
2504,2016-11-09,0.0,32,51
2505,2016-11-10,0.0,40,62
2506,2016-11-11,0.0,34,48
2507,2016-11-12,0.0,31,53
2508,2016-11-13,0.0,41,54
2509,2016-11-14,0.0,39,59
2510,2016-11-15,0.0,42,49
2511,2016-11-16,0.0,36,53
2512,2016-11-17,0.0,37,54
2513,2016-11-18,0.0,49,59
2514,2016-11-19,2.4,23,52
2515,2016-11-20,T,20,27
2516,2016-11-21,0.0,20,30
2517,2016-11-22,0.0,19,31
2518,2016-11-23,3.3,21,31
2519,2016-11-24,0.7,30,36
2520,2016-11-25,0.0,33,40
2521,2016-11-26,0.5,33,37
2522,2016-11-27,0.0,33,41
2523,2016-11-28,0.0,41,45
2524,2016-11-29,0.0,39,50
2525,2016-11-30,0.0,35,48
2526,2016-12-01,0.0,29,41
2527,2016-12-02,T,34,39
2528,2016-12-03,0.7,32,39
2529,2016-12-04,5.2,31,33
2530,2016-12-05,2.0,30,38
2531,2016-12-06,T,33,40
2532,2016-12-07,T,23,35
2533,2016-12-08,1.4,21,31
2534,2016-12-09,2.1,17,22
2535,2016-12-10,0.3,11,22
2536,2016-12-11,1.2,8,24
2537,2016-12-12,1.5,20,32
2538,2016-12-13,0.4,6,27
2539,2016-12-14,3.8,2,15
2540,2016-12-15,9.6,1,20
2541,2016-12-16,0.6,6,17
2542,2016-12-17,2.9,6,21
2543,2016-12-18,0.7,-4,6
2544,2016-12-19,0.2,-7,28
2545,2016-12-20,0.9,26,37
2546,2016-12-21,4.7,31,36
2547,2016-12-22,0.1,22,38
2548,2016-12-23,0.4,21,40
2549,2016-12-24,0.2,28,38
2550,2016-12-25,T,12,28
2551,2016-12-26,0.9,20,49
2552,2016-12-27,2.8,19,31
2553,2016-12-28,T,17,33
2554,2016-12-29,2.9,27,34
2555,2016-12-30,1.9,19,27
2556,2016-12-31,3.4,13,24
2557,2017-01-01,0.2,20,32
2558,2017-01-02,T,29,35
2559,2017-01-03,0.4,29,33
2560,2017-01-04,2.7,14,32
2561,2017-01-05,3.7,8,19
2562,2017-01-06,0.4,-3,13
2563,2017-01-07,0.8,3,15
2564,2017-01-08,T,-8,19
2565,2017-01-09,1.2,16,23
2566,2017-01-10,4.0,23,37
2567,2017-01-11,5.1,19,32
2568,2017-01-12,0.3,13,22
2569,2017-01-13,1.8,8,18
2570,2017-01-14,0.1,9,29
2571,2017-01-15,T,20,30
2572,2017-01-16,0.0,20,36
2573,2017-01-17,T,24,37
2574,2017-01-18,0.0,27,37
2575,2017-01-19,0.0,34,37
2576,2017-01-20,0.0,33,35
2577,2017-01-21,0.1,33,37
2578,2017-01-22,0.0,36,38
2579,2017-01-23,0.1,35,38
2580,2017-01-24,0.3,34,36
2581,2017-01-25,T,34,39
2582,2017-01-26,0.3,29,36
2583,2017-01-27,3.4,28,30
2584,2017-01-28,1.1,14,30
2585,2017-01-29,T,10,19
2586,2017-01-30,T,9,19
2587,2017-01-31,1.3,18,25
2588,2017-02-01,1.2,13,29
2589,2017-02-02,0.8,12,18
2590,2017-02-03,1.2,9,22
2591,2017-02-04,3.7,13,26
2592,2017-02-05,1.6,19,28
2593,2017-02-06,1.4,17,24
2594,2017-02-07,1.7,18,23
2595,2017-02-08,4.8,9,20
2596,2017-02-09,4.7,5,19
2597,2017-02-10,6.2,11,26
2598,2017-02-11,0.0,25,35
2599,2017-02-12,4.1,24,32
2600,2017-02-13,T,19,36
2601,2017-02-14,1.2,23,37
2602,2017-02-15,0.1,13,33
2603,2017-02-16,0.0,2,23
2604,2017-02-17,0.0,13,37
2605,2017-02-18,0.0,21,49
2606,2017-02-19,0.0,29,44
2607,2017-02-20,0.0,28,36
2608,2017-02-21,0.0,33,46
2609,2017-02-22,0.0,35,47
2610,2017-02-23,0.0,31,40
2611,2017-02-24,0.3,23,32
2612,2017-02-25,3.7,21,24
2613,2017-02-26,1.4,17,32
2614,2017-02-27,T,14,33
2615,2017-02-28,0.0,24,39
2616,2017-03-01,2.4,8,37
2617,2017-03-02,0.6,4,24
2618,2017-03-03,1.4,-4,16
2619,2017-03-04,0.2,3,20
2620,2017-03-05,T,13,33
2621,2017-03-06,0.0,32,39
2622,2017-03-07,0.0,38,48
2623,2017-03-08,1.3,19,39
2624,2017-03-09,0.9,19,27
2625,2017-03-10,3.6,2,20
2626,2017-03-11,1.2,4,16
2627,2017-03-12,0.0,-3,17
2628,2017-03-13,0.0,7,21
2629,2017-03-14,0.0,4,22
2630,2017-03-15,0.0,10,26
2631,2017-03-16,0.0,14,36
2632,2017-03-17,0.8,17,39
2633,2017-03-18,0.7,32,36
2634,2017-03-19,T,28,45
2635,2017-03-20,0.3,30,44
2636,2017-03-21,0.0,18,37
2637,2017-03-22,0.0,12,26
2638,2017-03-23,0.1,14,37
2639,2017-03-24,0.3,33,39
2640,2017-03-25,0.0,30,41
2641,2017-03-26,0.0,31,35
2642,2017-03-27,0.0,35,40
2643,2017-03-28,0.0,30,49
2644,2017-03-29,0.0,29,44
2645,2017-03-30,0.0,33,42
2646,2017-03-31,0.0,32,53
2647,2017-04-01,0.0,28,51
2648,2017-04-02,0.0,31,56
2649,2017-04-03,0.0,39,48
2650,2017-04-04,0.0,37,49
2651,2017-04-05,0.0,31,52
2652,2017-04-06,0.0,35,46
2653,2017-04-07,0.0,30,45
2654,2017-04-08,0.0,27,60
2655,2017-04-09,0.0,39,66
2656,2017-04-10,0.0,34,52
2657,2017-04-11,0.5,31,36
2658,2017-04-12,T,32,48
2659,2017-04-13,0.0,29,59
2660,2017-04-14,0.0,33,59
2661,2017-04-15,0.0,42,46
2662,2017-04-16,0.0,34,49
2663,2017-04-17,T,30,41
2664,2017-04-18,0.0,28,46
2665,2017-04-19,0.0,40,53
2666,2017-04-20,0.0,39,45
2667,2017-04-21,0.0,37,48
2668,2017-04-22,0.0,31,63
2669,2017-04-23,0.0,34,46
2670,2017-04-24,0.0,35,51
2671,2017-04-25,0.0,44,56
2672,2017-04-26,0.0,50,59
2673,2017-04-27,0.1,34,67
2674,2017-04-28,T,35,43
2675,2017-04-29,0.0,35,47
2676,2017-04-30,0.0,40,49
2677,2017-05-01,0.0,39,46
2678,2017-05-02,0.0,37,50
2679,2017-05-03,0.0,33,61
2680,2017-05-04,0.0,37,67
2681,2017-05-05,0.0,37,58
2682,2017-05-06,0.0,38,56
2683,2017-05-07,0.0,34,44
2684,2017-05-08,0.0,32,45
2685,2017-05-09,0.0,28,53
2686,2017-05-10,0.0,43,59
2687,2017-05-11,0.0,47,66
2688,2017-05-12,0.0,44,62
2689,2017-05-13,0.0,37,65
2690,2017-05-14,0.0,41,56
2691,2017-05-15,0.0,36,70
2692,2017-05-16,0.0,51,62
2693,2017-05-17,0.0,53,79
2694,2017-05-18,0.0,40,67
2695,2017-05-19,0.0,35,55
2696,2017-05-20,0.0,40,63
2697,2017-05-21,0.0,48,56
2698,2017-05-22,0.0,48,54
2699,2017-05-23,0.0,46,64
2700,2017-05-24,0.0,50,62
2701,2017-05-25,0.0,54,67
2702,2017-05-26,0.0,48,73
2703,2017-05-27,0.0,53,77
2704,2017-05-28,0.0,54,63
2705,2017-05-29,0.0,53,68
2706,2017-05-30,0.0,49,63
2707,2017-05-31,0.0,44,53
2708,2017-06-01,0.0,40,60
2709,2017-06-02,0.0,38,68
2710,2017-06-03,0.0,47,70
2711,2017-06-04,0.0,49,62
2712,2017-06-05,0.0,50,69
2713,2017-06-06,0.0,49,74
2714,2017-06-07,0.0,44,78
2715,2017-06-08,0.0,50,82
2716,2017-06-09,0.0,51,71
2717,2017-06-10,0.0,49,84
2718,2017-06-11,0.0,58,81
2719,2017-06-12,0.0,54,76
2720,2017-06-13,0.0,54,80
2721,2017-06-14,0.0,60,72
2722,2017-06-15,0.0,58,71
2723,2017-06-16,0.0,58,80
2724,2017-06-17,0.0,60,76
2725,2017-06-18,0.0,55,72
2726,2017-06-19,0.0,49,66
2727,2017-06-20,0.0,45,65
2728,2017-06-21,0.0,49,74
2729,2017-06-22,0.0,54,69
2730,2017-06-23,0.0,52,77
2731,2017-06-24,0.0,49,70
2732,2017-06-25,0.0,52,70
2733,2017-06-26,0.0,47,59
2734,2017-06-27,0.0,46,70
2735,2017-06-28,0.0,51,76
2736,2017-06-29,0.0,60,68
2737,2017-06-30,0.0,60,69
2738,2017-07-01,0.0,52,61
2739,2017-07-02,0.0,53,69
2740,2017-07-03,0.0,49,74
2741,2017-07-04,0.0,51,80
2742,2017-07-05,0.0,57,82
2743,2017-07-06,0.0,61,81
2744,2017-07-07,0.0,53,77
2745,2017-07-08,0.0,53,76
2746,2017-07-09,0.0,58,74
2747,2017-07-10,0.0,59,79
2748,2017-07-11,0.0,54,82
2749,2017-07-12,0.0,58,66
2750,2017-07-13,0.0,56,66
2751,2017-07-14,0.0,54,72
2752,2017-07-15,0.0,50,78
2753,2017-07-16,0.0,55,75
2754,2017-07-17,0.0,50,77
2755,2017-07-18,0.0,56,82
2756,2017-07-19,0.0,62,80
2757,2017-07-20,0.0,59,83
2758,2017-07-21,0.0,59,82
2759,2017-07-22,0.0,58,76
2760,2017-07-23,0.0,57,67
2761,2017-07-24,0.0,51,74
2762,2017-07-25,0.0,51,79
2763,2017-07-26,0.0,59,75
2764,2017-07-27,0.0,55,77
2765,2017-07-28,0.0,61,76
2766,2017-07-29,0.0,55,80
2767,2017-07-30,0.0,53,85
2768,2017-07-31,0.0,60,87
2769,2017-08-01,0.0,64,85
2770,2017-08-02,0.0,61,76
2771,2017-08-03,0.0,60,67
2772,2017-08-04,0.0,57,73
2773,2017-08-05,0.0,54,70
2774,2017-08-06,0.0,51,74
2775,2017-08-07,0.0,54,73
2776,2017-08-08,0.0,53,74
2777,2017-08-09,0.0,58,71
2778,2017-08-10,0.0,61,72
2779,2017-08-11,0.0,62,72
2780,2017-08-12,0.0,57,73
2781,2017-08-13,0.0,52,81
2782,2017-08-14,0.0,58,77
2783,2017-08-15,0.0,59,74
2784,2017-08-16,0.0,54,75
2785,2017-08-17,0.0,62,67
2786,2017-08-18,0.0,60,67
2787,2017-08-19,0.0,60,76
2788,2017-08-20,0.0,55,81
2789,2017-08-21,0.0,62,82
2790,2017-08-22,0.0,59,70
2791,2017-08-23,0.0,55,60
2792,2017-08-24,0.0,49,66
2793,2017-08-25,0.0,45,69
2794,2017-08-26,0.0,46,72
2795,2017-08-27,0.0,53,68
2796,2017-08-28,0.0,60,73
2797,2017-08-29,0.0,60,73
2798,2017-08-30,0.0,55,68
2799,2017-08-31,0.0,49,65
2800,2017-09-01,0.0,43,66
2801,2017-09-02,0.0,45,66
2802,2017-09-03,0.0,55,74
2803,2017-09-04,0.0,50,68
2804,2017-09-05,0.0,50,63
2805,2017-09-06,0.0,49,64
2806,2017-09-07,0.0,50,63
2807,2017-09-08,0.0,46,63
2808,2017-09-09,0.0,42,67
2809,2017-09-10,0.0,45,68
2810,2017-09-11,0.0,49,71
2811,2017-09-12,0.0,52,79
2812,2017-09-13,0.0,49,80
2813,2017-09-14,0.0,55,77
2814,2017-09-15,0.0,58,80
2815,2017-09-16,0.0,63,85
2816,2017-09-17,0.0,55,78
2817,2017-09-18,0.0,47,67
2818,2017-09-19,0.0,53,73
2819,2017-09-20,0.0,58,73
2820,2017-09-21,0.0,66,79
2821,2017-09-22,0.0,64,87
2822,2017-09-23,0.0,65,90
2823,2017-09-24,0.0,64,89
2824,2017-09-25,0.0,64,88
2825,2017-09-26,0.0,63,84
2826,2017-09-27,0.0,50,66
2827,2017-09-28,0.0,49,65
2828,2017-09-29,0.0,43,59
2829,2017-09-30,0.0,36,61
2830,2017-10-01,0.0,42,67
2831,2017-10-02,0.0,53,70
2832,2017-10-03,0.0,62,75
2833,2017-10-04,0.0,52,72
2834,2017-10-05,0.0,45,63
2835,2017-10-06,0.0,42,65
2836,2017-10-07,0.0,57,68
2837,2017-10-08,0.0,54,73
2838,2017-10-09,0.0,51,67
2839,2017-10-10,0.0,44,57
2840,2017-10-11,0.0,42,61
2841,2017-10-12,0.0,42,59
2842,2017-10-13,0.0,50,61
2843,2017-10-14,0.0,40,58
2844,2017-10-15,0.0,35,48
2845,2017-10-16,0.0,31,56
2846,2017-10-17,0.0,44,64
2847,2017-10-18,0.0,44,69
2848,2017-10-19,0.0,43,62
2849,2017-10-20,0.0,41,72
2850,2017-10-21,0.0,50,69
2851,2017-10-22,0.0,51,70
2852,2017-10-23,0.0,50,54
2853,2017-10-24,0.0,43,58
2854,2017-10-25,T,34,44
2855,2017-10-26,0.0,29,44
2856,2017-10-27,0.0,39,42
2857,2017-10-28,0.0,36,45
2858,2017-10-29,T,32,45
2859,2017-10-30,0.0,36,46
2860,2017-10-31,0.7,31,40
2861,2017-11-01,T,32,43
2862,2017-11-02,0.0,38,46
2863,2017-11-03,T,33,43
2864,2017-11-04,0.7,33,40
2865,2017-11-05,0.0,36,48
2866,2017-11-06,T,34,38
2867,2017-11-07,0.3,26,36
2868,2017-11-08,0.0,22,39
2869,2017-11-09,5.0,7,35
2870,2017-11-10,0.0,0,25
2871,2017-11-11,1.3,15,30
2872,2017-11-12,T,30,36
2873,2017-11-13,0.8,33,37
2874,2017-11-14,0.0,32,42
2875,2017-11-15,T,35,41
2876,2017-11-16,T,22,38
2877,2017-11-17,0.1,21,38
2878,2017-11-18,1.1,33,39
2879,2017-11-19,1.3,23,34
2880,2017-11-20,T,26,40
2881,2017-11-21,0.8,22,46
2882,2017-11-22,2.5,21,30
2883,2017-11-23,T,28,34
2884,2017-11-24,0.0,33,51
2885,2017-11-25,0.2,26,43
2886,2017-11-26,0.0,24,38
2887,2017-11-27,0.0,23,38
2888,2017-11-28,0.0,36,53
2889,2017-11-29,0.2,28,37
2890,2017-11-30,T,32,42
2891,2017-12-01,0.0,30,44
2892,2017-12-02,0.0,37,47
2893,2017-12-03,0.0,35,45
2894,2017-12-04,0.0,36,48
2895,2017-12-05,0.5,24,54
2896,2017-12-06,3.3,21,27
2897,2017-12-07,1.4,19,27
2898,2017-12-08,5.0,16,23
2899,2017-12-09,0.9,13,23
2900,2017-12-10,0.9,7,22
2901,2017-12-11,3.4,5,24
2902,2017-12-12,0.5,-4,25
2903,2017-12-13,0.0,-10,9
2904,2017-12-14,2.8,-5,17
2905,2017-12-15,2.9,12,25
2906,2017-12-16,T,-1,12
2907,2017-12-17,0.4,-1,21
2908,2017-12-18,0.6,21,35
2909,2017-12-19,1.3,26,39
2910,2017-12-20,0.9,17,26
2911,2017-12-21,0.4,11,19
2912,2017-12-22,2.9,14,24
2913,2017-12-23,2.4,13,28
2914,2017-12-24,0.1,6,23
2915,2017-12-25,3.7,3,20
2916,2017-12-26,5.6,0,7
2917,2017-12-27,T,-15,3
2918,2017-12-28,T,-16,3
2919,2017-12-29,T,-1,15
2920,2017-12-30,0.0,-6,9
2921,2017-12-31,0.8,-14,7
2922,2018-01-01,1.9,-4,16
2923,2018-01-02,0.5,11,18
2924,2018-01-03,1.5,-4,19
2925,2018-01-04,0.0,-15,-3
2926,2018-01-05,0.0,-16,-3
2927,2018-01-06,T,-17,0
2928,2018-01-07,2.1,0,25
2929,2018-01-08,1.0,22,31
2930,2018-01-09,0.1,19,30
2931,2018-01-10,0.0,23,38
2932,2018-01-11,0.3,23,44
2933,2018-01-12,T,1,23
2934,2018-01-13,1.5,-12,12
2935,2018-01-14,0.4,2,20
2936,2018-01-15,2.5,14,21
2937,2018-01-16,T,2,17
2938,2018-01-17,T,11,26
2939,2018-01-18,T,19,36
2940,2018-01-19,0.0,28,38
2941,2018-01-20,0.0,33,42
2942,2018-01-21,0.0,29,39
2943,2018-01-22,3.2,22,36
2944,2018-01-23,1.2,8,22
2945,2018-01-24,0.0,-2,18
2946,2018-01-25,0.4,13,27
2947,2018-01-26,0.0,20,40
2948,2018-01-27,T,30,45
2949,2018-01-28,0.2,12,30
2950,2018-01-29,T,5,15
2951,2018-01-30,T,2,15
2952,2018-01-31,2.4,14,32
2953,2018-02-01,4.4,1,25
2954,2018-02-02,0.1,-9,12
2955,2018-02-03,1.8,2,13
2956,2018-02-04,0.3,0,13
2957,2018-02-05,0.1,3,16
2958,2018-02-06,0.2,-2,15
2959,2018-02-07,0.5,3,20
2960,2018-02-08,0.0,-3,19
2961,2018-02-09,T,2,19
2962,2018-02-10,T,-4,21
2963,2018-02-11,1.0,1,22
2964,2018-02-12,1.5,4,19
2965,2018-02-13,T,-3,27
2966,2018-02-14,0.0,22,38
2967,2018-02-15,0.0,19,42
2968,2018-02-16,T,7,21
2969,2018-02-17,0.0,4,32
2970,2018-02-18,0.4,20,33
2971,2018-02-19,0.3,19,39
2972,2018-02-20,T,18,33
2973,2018-02-21,0.1,13,29
2974,2018-02-22,0.0,7,30
2975,2018-02-23,2.0,24,37
2976,2018-02-24,0.0,30,37
2977,2018-02-25,3.5,29,36
2978,2018-02-26,0.0,26,37
2979,2018-02-27,0.0,25,47
2980,2018-02-28,1.4,27,42
2981,2018-03-01,T,25,37
2982,2018-03-02,0.0,19,34
2983,2018-03-03,0.0,11,37
2984,2018-03-04,0.0,18,39
2985,2018-03-05,0.0,17,37
2986,2018-03-06,0.3,19,31
2987,2018-03-07,0.9,23,32
2988,2018-03-08,0.6,27,33
2989,2018-03-09,T,23,31
2990,2018-03-10,0.0,20,31
2991,2018-03-11,T,12,33
2992,2018-03-12,1.0,24,36
2993,2018-03-13,T,20,32
2994,2018-03-14,0.0,8,39
2995,2018-03-15,0.1,15,28
2996,2018-03-16,0.0,9,30
2997,2018-03-17,0.0,21,35
2998,2018-03-18,0.0,20,38
2999,2018-03-19,0.0,14,27
3000,2018-03-20,0.0,12,30
3001,2018-03-21,0.0,17,33
3002,2018-03-22,0.0,14,31
3003,2018-03-23,0.0,19,33
3004,2018-03-24,0.0,14,39
3005,2018-03-25,0.0,16,32
3006,2018-03-26,0.0,22,43
3007,2018-03-27,T,33,38
3008,2018-03-28,0.0,31,43
3009,2018-03-29,T,26,35
3010,2018-03-30,0.9,20,33
3011,2018-03-31,4.1,22,32
3012,2018-04-01,2.1,15,29
3013,2018-04-02,T,9,37
3014,2018-04-03,0.9,25,38
3015,2018-04-04,1.5,16,28
3016,2018-04-05,4.9,9,34
3017,2018-04-06,2.5,20,31
3018,2018-04-07,1.8,18,29
3019,2018-04-08,0.1,11,32
3020,2018-04-09,0.0,16,39
3021,2018-04-10,0.0,16,41
3022,2018-04-11,0.2,28,40
3023,2018-04-12,4.0,27,37
3024,2018-04-13,0.0,28,42
3025,2018-04-14,0.0,23,38
3026,2018-04-15,1.5,24,30
3027,2018-04-16,6.7,28,30
3028,2018-04-17,1.2,28,36
3029,2018-04-18,0.0,28,45
3030,2018-04-19,0.0,27,39
3031,2018-04-20,0.0,25,52
3032,2018-04-21,0.0,29,57
3033,2018-04-22,0.0,29,60
3034,2018-04-23,0.0,33,61
3035,2018-04-24,0.0,38,64
3036,2018-04-25,0.0,32,46
3037,2018-04-26,0.0,28,57
3038,2018-04-27,0.0,35,47
3039,2018-04-28,0.0,31,42
3040,2018-04-29,0.0,25,56
3041,2018-04-30,0.0,30,68
3042,2018-05-01,0.0,45,77
3043,2018-05-02,0.0,34,59
3044,2018-05-03,0.0,33,58
3045,2018-05-04,0.0,41,58
3046,2018-05-05,0.0,35,61
3047,2018-05-06,0.0,37,62
3048,2018-05-07,0.0,34,68
3049,2018-05-08,0.0,42,77
3050,2018-05-09,0.0,50,68
3051,2018-05-10,0.0,36,53
3052,2018-05-11,0.0,29,54
3053,2018-05-12,0.0,33,61
3054,2018-05-13,0.0,35,72
3055,2018-05-14,0.0,44,79
3056,2018-05-15,0.0,40,64
3057,2018-05-16,0.0,38,78
3058,2018-05-17,0.0,42,62
3059,2018-05-18,0.0,43,61
3060,2018-05-19,0.0,42,54
3061,2018-05-20,0.0,40,60
3062,2018-05-21,0.0,38,77
3063,2018-05-22,0.0,47,75
3064,2018-05-23,0.0,46,81
3065,2018-05-24,0.0,50,84
3066,2018-05-25,0.0,57,82
3067,2018-05-26,0.0,60,79
3068,2018-05-27,0.0,57,79
3069,2018-05-28,0.0,51,79
3070,2018-05-29,0.0,51,77
3071,2018-05-30,0.0,60,81
3072,2018-05-31,0.0,53,71
3073,2018-06-01,0.0,45,66
3074,2018-06-02,0.0,45,73
3075,2018-06-03,0.0,47,59
3076,2018-06-04,0.0,42,57
3077,2018-06-05,0.0,42,58
3078,2018-06-06,0.0,39,68
3079,2018-06-07,0.0,46,67
3080,2018-06-08,0.0,44,78
3081,2018-06-09,0.0,52,77
3082,2018-06-10,0.0,55,77
3083,2018-06-11,0.0,52,78
3084,2018-06-12,0.0,50,80
3085,2018-06-13,0.0,49,65
3086,2018-06-14,0.0,47,70
3087,2018-06-15,0.0,49,76
3088,2018-06-16,0.0,57,79
3089,2018-06-17,0.0,61,83
3090,2018-06-18,0.0,53,74
3091,2018-06-19,0.0,50,78
3092,2018-06-20,0.0,51,77
3093,2018-06-21,0.0,53,72
3094,2018-06-22,0.0,49,78
3095,2018-06-23,0.0,55,78
3096,2018-06-24,0.0,57,72
3097,2018-06-25,0.0,52,75
3098,2018-06-26,0.0,49,76
3099,2018-06-27,0.0,56,83
3100,2018-06-28,0.0,56,80
3101,2018-06-29,0.0,64,86
3102,2018-06-30,0.0,70,91
3103,2018-07-01,0.0,71,94
3104,2018-07-02,0.0,61,82
3105,2018-07-03,0.0,61,91
3106,2018-07-04,0.0,65,93
3107,2018-07-05,0.0,57,82
3108,2018-07-06,0.0,55,74
3109,2018-07-07,0.0,51,84
3110,2018-07-08,0.0,56,86
3111,2018-07-09,0.0,59,85
3112,2018-07-10,0.0,56,80
3113,2018-07-11,0.0,54,85
3114,2018-07-12,0.0,59,77
3115,2018-07-13,0.0,66,81
3116,2018-07-14,0.0,65,91
3117,2018-07-15,0.0,61,92
3118,2018-07-16,0.0,58,80
3119,2018-07-17,0.0,51,70
3120,2018-07-18,0.0,48,75
3121,2018-07-19,0.0,52,84
3122,2018-07-20,0.0,63,83
3123,2018-07-21,0.0,68,75
3124,2018-07-22,0.0,68,85
3125,2018-07-23,0.0,67,82
3126,2018-07-24,0.0,61,80
3127,2018-07-25,0.0,57,79
3128,2018-07-26,0.0,60,72
3129,2018-07-27,0.0,55,65
3130,2018-07-28,0.0,55,75
3131,2018-07-29,0.0,53,79
3132,2018-07-30,0.0,52,84
3133,2018-07-31,0.0,57,86
3134,2018-08-01,0.0,60,85
3135,2018-08-02,0.0,56,68
3136,2018-08-03,0.0,54,78
3137,2018-08-04,0.0,56,79
3138,2018-08-05,0.0,68,83
3139,2018-08-06,0.0,59,76
3140,2018-08-07,0.0,55,66
3141,2018-08-08,0.0,51,81
3142,2018-08-09,0.0,59,83
3143,2018-08-10,0.0,56,82
3144,2018-08-11,0.0,61,81
3145,2018-08-12,0.0,59,87
3146,2018-08-13,0.0,62,86
3147,2018-08-14,0.0,62,91
3148,2018-08-15,0.0,63,81
3149,2018-08-16,0.0,60,86
3150,2018-08-17,0.0,63,84
3151,2018-08-18,0.0,58,77
3152,2018-08-19,0.0,55,82
3153,2018-08-20,0.0,66,81
3154,2018-08-21,0.0,60,76
3155,2018-08-22,0.0,55,75
3156,2018-08-23,0.0,53,81
3157,2018-08-24,0.0,59,80
3158,2018-08-25,0.0,62,72
3159,2018-08-26,0.0,63,80
3160,2018-08-27,0.0,67,82
3161,2018-08-28,0.0,66,76
3162,2018-08-29,0.0,54,67
3163,2018-08-30,0.0,50,69
3164,2018-08-31,0.0,53,73
3165,2018-09-01,0.0,66,77
3166,2018-09-02,0.0,67,79
3167,2018-09-03,0.0,59,78
3168,2018-09-04,0.0,60,72
3169,2018-09-05,0.0,59,75
3170,2018-09-06,0.0,50,69
3171,2018-09-07,0.0,43,72
3172,2018-09-08,0.0,45,66
3173,2018-09-09,0.0,46,66
3174,2018-09-10,0.0,47,71
3175,2018-09-11,0.0,55,78
3176,2018-09-12,0.0,60,82
