,0,1,2,3
828,2012-04-08,0.0,35,47
829,2012-04-09,0.0,31,52
830,2012-04-10,0.4,33,38
831,2012-04-11,0.0,31,47
832,2012-04-12,0.0,28,51
833,2012-04-13,0.0,27,61
834,2012-04-14,0.0,40,63
835,2012-04-15,0.0,42,56
836,2012-04-16,1.2,26,63
837,2012-04-17,2.1,21,38
838,2012-04-18,0.0,27,46
839,2012-04-19,0.0,35,47
840,2012-04-20,T,36,49
841,2012-04-21,0.0,31,50
842,2012-04-22,0.0,33,54
843,2012-04-23,0.0,34,54
844,2012-04-24,0.0,37,52
845,2012-04-25,0.0,32,55
846,2012-04-26,0.0,31,46
847,2012-04-27,0.0,29,42
848,2012-04-28,0.0,28,53
849,2012-04-29,0.0,31,60
850,2012-04-30,0.0,40,46
851,2012-05-01,0.0,39,67
852,2012-05-02,0.0,43,51
853,2012-05-03,0.0,47,55
854,2012-05-04,0.0,45,67
855,2012-05-05,0.0,43,63
856,2012-05-06,0.0,39,65
857,2012-05-07,0.0,45,56
858,2012-05-08,0.0,41,63
859,2012-05-09,0.0,38,54
860,2012-05-10,0.0,37,64
861,2012-05-11,0.0,37,75
862,2012-05-12,0.0,47,62
863,2012-05-13,0.0,34,74
864,2012-05-14,0.0,44,77
865,2012-05-15,0.0,42,79
866,2012-05-16,0.0,37,51
867,2012-05-17,0.0,32,67
868,2012-05-18,0.0,47,68
869,2012-05-19,0.0,46,86
870,2012-05-20,0.0,54,85
871,2012-05-21,0.0,41,67
872,2012-05-22,0.0,40,70
873,2012-05-23,0.0,51,75
874,2012-05-24,0.0,53,82
875,2012-05-25,0.0,46,72
876,2012-05-26,0.0,41,74
877,2012-05-27,0.0,57,68
878,2012-05-28,0.0,58,83
879,2012-05-29,0.0,48,65
880,2012-05-30,0.0,39,50
881,2012-05-31,0.0,36,60
882,2012-06-01,0.0,44,60
883,2012-06-02,0.0,47,50
884,2012-06-03,0.0,47,63
885,2012-06-04,0.0,46,70
886,2012-06-05,0.0,47,72
887,2012-06-06,0.0,51,74
888,2012-06-07,0.0,52,72
889,2012-06-08,0.0,50,82
890,2012-06-09,0.0,61,81
891,2012-06-10,0.0,60,87
892,2012-06-11,0.0,63,87
893,2012-06-12,0.0,40,68
894,2012-06-13,0.0,37,70
895,2012-06-14,0.0,48,70
896,2012-06-15,0.0,59,68
897,2012-06-16,0.0,60,81
898,2012-06-17,0.0,59,76
899,2012-06-18,0.0,57,75
900,2012-06-19,0.0,64,78
901,2012-06-20,0.0,64,88
902,2012-06-21,0.0,54,76
903,2012-06-22,0.0,53,72
904,2012-06-23,0.0,49,78
905,2012-06-24,0.0,50,69
906,2012-06-25,0.0,48,68
907,2012-06-26,0.0,54,77
908,2012-06-27,0.0,57,81
909,2012-06-28,0.0,57,84
910,2012-06-29,0.0,55,81
911,2012-06-30,0.0,57,74
912,2012-07-01,0.0,55,82
913,2012-07-02,0.0,57,88
914,2012-07-03,0.0,65,85
915,2012-07-04,0.0,65,87
916,2012-07-05,0.0,65,89
917,2012-07-06,0.0,61,85
918,2012-07-07,0.0,60,75
919,2012-07-08,0.0,56,77
920,2012-07-09,0.0,57,77
921,2012-07-10,0.0,54,78
922,2012-07-11,0.0,52,84
923,2012-07-12,0.0,61,88
924,2012-07-13,0.0,59,89
925,2012-07-14,0.0,66,82
926,2012-07-15,0.0,65,82
927,2012-07-16,0.0,65,81
928,2012-07-17,0.0,65,77
929,2012-07-18,0.0,61,78
930,2012-07-19,0.0,60,76
931,2012-07-20,0.0,56,81
932,2012-07-21,0.0,60,83
933,2012-07-22,0.0,59,85
934,2012-07-23,0.0,66,85
935,2012-07-24,0.0,57,78
936,2012-07-25,0.0,53,66
937,2012-07-26,0.0,62,76
938,2012-07-27,0.0,59,78
939,2012-07-28,0.0,55,82
940,2012-07-29,0.0,53,85
941,2012-07-30,0.0,63,83
942,2012-07-31,0.0,64,75
943,2012-08-01,0.0,54,85
944,2012-08-02,0.0,63,80
945,2012-08-03,0.0,58,76
946,2012-08-04,0.0,64,91
947,2012-08-05,0.0,55,73
948,2012-08-06,0.0,50,82
949,2012-08-07,0.0,61,77
950,2012-08-08,0.0,57,75
951,2012-08-09,0.0,59,77
952,2012-08-10,0.0,57,74
953,2012-08-11,0.0,60,80
954,2012-08-12,0.0,58,79
955,2012-08-13,0.0,56,77
956,2012-08-14,0.0,56,78
957,2012-08-15,0.0,56,79
958,2012-08-16,0.0,57,71
959,2012-08-17,0.0,53,62
960,2012-08-18,0.0,51,72
961,2012-08-19,0.0,44,67
962,2012-08-20,0.0,46,68
963,2012-08-21,0.0,47,76
964,2012-08-22,0.0,56,81
965,2012-08-23,0.0,58,86
966,2012-08-24,0.0,65,81
967,2012-08-25,0.0,64,90
968,2012-08-26,0.0,65,80
969,2012-08-27,0.0,63,76
970,2012-08-28,0.0,53,72
971,2012-08-29,0.0,48,78
972,2012-08-30,0.0,59,85
973,2012-08-31,0.0,62,78
974,2012-09-01,0.0,55,77
975,2012-09-02,0.0,57,77
976,2012-09-03,0.0,57,82
977,2012-09-04,0.0,63,79
978,2012-09-05,0.0,58,79
979,2012-09-06,0.0,50,74
980,2012-09-07,0.0,52,64
981,2012-09-08,0.0,46,63
982,2012-09-09,0.0,43,66
983,2012-09-10,0.0,45,71
984,2012-09-11,0.0,53,79
985,2012-09-12,0.0,59,79
986,2012-09-13,0.0,48,63
987,2012-09-14,0.0,47,63
988,2012-09-15,0.0,39,62
989,2012-09-16,0.0,46,77
990,2012-09-17,0.0,48,64
991,2012-09-18,0.0,36,54
992,2012-09-19,0.0,36,54
993,2012-09-20,0.0,49,60
994,2012-09-21,0.0,41,57
995,2012-09-22,0.0,39,53
996,2012-09-23,0.0,40,53
997,2012-09-24,0.0,40,58
998,2012-09-25,0.0,35,60
999,2012-09-26,0.0,39,58
1000,2012-09-27,0.0,36,60
1001,2012-09-28,0.0,36,66
1002,2012-09-29,0.0,44,65
1003,2012-09-30,0.0,42,64
1004,2012-10-01,0.0,37,68
1005,2012-10-02,0.0,47,61
1006,2012-10-03,0.0,45,70
1007,2012-10-04,0.0,54,70
1008,2012-10-05,0.0,41,53
1009,2012-10-06,0.0,33,46
1010,2012-10-07,0.0,30,49
1011,2012-10-08,0.0,30,56
1012,2012-10-09,0.0,40,51
1013,2012-10-10,0.1,35,45
1014,2012-10-11,4.4,33,44
1015,2012-10-12,0.5,28,44
1016,2012-10-13,0.0,33,46
1017,2012-10-14,0.0,41,48
1018,2012-10-15,0.0,39,47
1019,2012-10-16,0.0,31,48
1020,2012-10-17,0.0,47,63
1021,2012-10-18,0.0,46,58
1022,2012-10-19,0.0,45,54
1023,2012-10-20,0.0,39,58
1024,2012-10-21,0.0,44,60
1025,2012-10-22,0.0,43,63
1026,2012-10-23,0.0,46,58
1027,2012-10-24,0.0,48,53
1028,2012-10-25,0.0,47,73
1029,2012-10-26,0.0,39,48
1030,2012-10-27,0.0,31,47
1031,2012-10-28,0.0,35,47
1032,2012-10-29,0.0,33,43
1033,2012-10-30,0.9,34,37
1034,2012-10-31,0.0,35,40
1035,2012-11-01,T,32,40
1036,2012-11-02,0.0,31,38
1037,2012-11-03,0.0,28,38
1038,2012-11-04,0.0,25,38
1039,2012-11-05,0.0,22,35
1040,2012-11-06,0.0,29,38
1041,2012-11-07,0.0,35,40
1042,2012-11-08,0.0,36,43
1043,2012-11-09,0.0,37,46
1044,2012-11-10,0.0,32,44
1045,2012-11-11,0.0,44,64
1046,2012-11-12,T,26,53
1047,2012-11-13,T,24,39
1048,2012-11-14,T,29,39
1049,2012-11-15,0.0,34,47
1050,2012-11-16,0.0,29,42
1051,2012-11-17,0.0,26,42
1052,2012-11-18,0.0,36,51
1053,2012-11-19,0.0,38,49
1054,2012-11-20,0.0,37,47
1055,2012-11-21,0.0,42,51
1056,2012-11-22,0.0,39,65
1057,2012-11-23,0.7,27,55
1058,2012-11-24,T,22,27
1059,2012-11-25,4.4,22,32
1060,2012-11-26,8.0,22,31
1061,2012-11-27,2.1,17,32
1062,2012-11-28,1.8,21,30
1063,2012-11-29,0.1,16,31
1064,2012-11-30,0.0,14,20
1065,2012-12-01,0.0,19,36
1066,2012-12-02,0.0,34,41
1067,2012-12-03,0.0,32,52
1068,2012-12-04,0.5,27,55
1069,2012-12-05,1.0,19,29
1070,2012-12-06,1.2,25,35
1071,2012-12-07,0.0,29,38
1072,2012-12-08,0.1,25,30
1073,2012-12-09,2.5,20,26
1074,2012-12-10,1.4,10,23
1075,2012-12-11,5.3,8,29
1076,2012-12-12,0.0,13,33
1077,2012-12-13,0.0,32,42
1078,2012-12-14,0.0,20,35
1079,2012-12-15,1.5,21,34
1080,2012-12-16,0.3,32,34
1081,2012-12-17,0.2,33,36
1082,2012-12-18,0.2,31,37
1083,2012-12-19,0.1,28,37
1084,2012-12-20,10.3,25,30
1085,2012-12-21,1.8,22,29
1086,2012-12-22,T,22,28
1087,2012-12-23,1.0,17,29
1088,2012-12-24,0.4,23,28
1089,2012-12-25,0.1,19,26
1090,2012-12-26,T,16,26
1091,2012-12-27,0.0,11,25
1092,2012-12-28,T,6,18
1093,2012-12-29,0.0,9,25
1094,2012-12-30,0.1,13,28
1095,2012-12-31,1.0,10,31
1096,2013-01-01,0.7,-1,22
1097,2013-01-02,0.7,13,19
1098,2013-01-03,2.0,14,28
1099,2013-01-04,0.4,24,33
1100,2013-01-05,0.0,19,32
1101,2013-01-06,T,18,28
1102,2013-01-07,0.0,16,38
1103,2013-01-08,0.0,28,41
1104,2013-01-09,0.5,32,38
1105,2013-01-10,0.0,26,38
1106,2013-01-11,0.0,34,38
1107,2013-01-12,0.0,32,47
1108,2013-01-13,0.3,27,32
1109,2013-01-14,1.3,16,27
1110,2013-01-15,T,9,27
1111,2013-01-16,1.7,13,29
1112,2013-01-17,3.5,-5,14
1113,2013-01-18,5.9,2,21
1114,2013-01-19,5.1,17,30
1115,2013-01-20,2.9,1,26
1116,2013-01-21,1.1,-3,9
1117,2013-01-22,0.1,-15,-2
1118,2013-01-23,0.2,-12,7
1119,2013-01-24,T,-15,8
1120,2013-01-25,1.4,1,16
1121,2013-01-26,0.2,4,23
1122,2013-01-27,0.1,11,27
1123,2013-01-28,4.7,27,34
1124,2013-01-29,T,25,35
1125,2013-01-30,4.5,10,35
1126,2013-01-31,0.1,2,10
1127,2013-02-01,0.3,-2,11
1128,2013-02-02,0.1,-3,12
1129,2013-02-03,2.1,-0,17
1130,2013-02-04,0.3,-8,12
1131,2013-02-05,2.1,3,19
1132,2013-02-06,0.7,-5,10
1133,2013-02-07,4.2,10,17
1134,2013-02-08,0.2,3,23
1135,2013-02-09,T,-6,19
1136,2013-02-10,2.0,12,33
1137,2013-02-11,1.8,26,36
1138,2013-02-12,0.8,15,28
1139,2013-02-13,0.0,15,36
1140,2013-02-14,1.3,23,35
1141,2013-02-15,1.3,7,23
1142,2013-02-16,T,2,14
1143,2013-02-17,0.0,-6,17
1144,2013-02-18,0.1,8,31
1145,2013-02-19,9.5,7,33
1146,2013-02-20,0.3,1,11
1147,2013-02-21,T,1,20
1148,2013-02-22,1.0,8,28
1149,2013-02-23,3.1,20,32
1150,2013-02-24,0.0,17,34
1151,2013-02-25,T,19,31
1152,2013-02-26,0.0,28,33
1153,2013-02-27,0.2,28,37
1154,2013-02-28,T,17,34
1155,2013-03-01,0.0,11,30
1156,2013-03-02,0.0,6,23
1157,2013-03-03,0.0,6,21
1158,2013-03-04,0.0,5,25
1159,2013-03-05,0.0,10,33
1160,2013-03-06,0.6,26,39
1161,2013-03-07,0.6,24,32
1162,2013-03-08,0.0,18,40
1163,2013-03-09,1.2,20,37
1164,2013-03-10,1.0,33,36
1165,2013-03-11,0.3,32,38
1166,2013-03-12,3.4,16,32
1167,2013-03-13,0.3,13,25
1168,2013-03-14,T,6,33
1169,2013-03-15,0.3,16,31
1170,2013-03-16,3.4,6,20
1171,2013-03-17,0.2,3,22
1172,2013-03-18,1.4,9,32
1173,2013-03-19,4.3,22,31
1174,2013-03-20,1.0,15,30
1175,2013-03-21,T,20,27
1176,2013-03-22,0.0,20,32
1177,2013-03-23,0.0,14,36
1178,2013-03-24,0.0,22,36
1179,2013-03-25,T,28,40
1180,2013-03-26,0.0,33,39
1181,2013-03-27,0.0,29,37
1182,2013-03-28,0.0,29,40
1183,2013-03-29,0.0,24,44
1184,2013-03-30,0.4,23,46
1185,2013-03-31,0.4,22,37
1186,2013-04-01,2.2,16,24
1187,2013-04-02,0.4,11,26
1188,2013-04-03,T,19,33
1189,2013-04-04,1.3,24,39
1190,2013-04-05,T,21,32
1191,2013-04-06,2.9,18,33
1192,2013-04-07,T,32,37
1193,2013-04-08,0.0,31,38
1194,2013-04-09,0.0,33,39
1195,2013-04-10,0.0,31,42
1196,2013-04-11,0.5,25,37
1197,2013-04-12,5.6,25,33
1198,2013-04-13,0.4,24,37
1199,2013-04-14,0.2,28,41
1200,2013-04-15,0.0,34,41
1201,2013-04-16,0.0,30,42
1202,2013-04-17,0.0,29,43
1203,2013-04-18,0.0,37,43
1204,2013-04-19,0.2,22,41
1205,2013-04-20,0.1,16,29
1206,2013-04-21,0.0,17,39
1207,2013-04-22,0.0,35,50
1208,2013-04-23,0.2,33,43
1209,2013-04-24,0.0,31,41
1210,2013-04-25,0.7,28,39
1211,2013-04-26,0.0,27,49
1212,2013-04-27,0.0,34,64
1213,2013-04-28,0.0,38,66
1214,2013-04-29,0.0,46,55
1215,2013-04-30,0.0,47,62
1216,2013-05-01,0.0,40,67
1217,2013-05-02,0.0,37,71
1218,2013-05-03,0.0,37,69
1219,2013-05-04,0.0,51,74
1220,2013-05-05,0.0,42,74
1221,2013-05-06,0.0,37,75
1222,2013-05-07,0.0,39,78
1223,2013-05-08,0.0,46,81
1224,2013-05-09,0.0,39,68
1225,2013-05-10,0.0,34,47
1226,2013-05-11,2.2,32,52
1227,2013-05-12,3.7,30,35
1228,2013-05-13,0.0,31,48
1229,2013-05-14,0.0,39,55
1230,2013-05-15,0.0,42,66
1231,2013-05-16,0.0,38,53
1232,2013-05-17,0.0,37,66
1233,2013-05-18,0.0,43,67
1234,2013-05-19,0.0,52,76
1235,2013-05-20,0.0,55,68
1236,2013-05-21,0.0,53,60
1237,2013-05-22,0.0,50,58
1238,2013-05-23,0.0,39,54
1239,2013-05-24,0.0,36,50
1240,2013-05-25,0.0,34,60
1241,2013-05-26,0.0,37,66
1242,2013-05-27,0.0,38,70
1243,2013-05-28,0.0,47,56
1244,2013-05-29,0.0,52,67
1245,2013-05-30,0.0,53,85
1246,2013-05-31,0.0,62,78
1247,2013-06-01,0.0,58,73
1248,2013-06-02,0.0,39,59
1249,2013-06-03,0.0,37,52
1250,2013-06-04,0.0,39,65
1251,2013-06-05,0.0,48,56
1252,2013-06-06,0.0,51,70
1253,2013-06-07,0.0,43,73
1254,2013-06-08,0.0,40,73
1255,2013-06-09,0.0,44,75
1256,2013-06-10,0.0,57,72
1257,2013-06-11,0.0,53,70
1258,2013-06-12,0.0,50,78
1259,2013-06-13,0.0,48,74
1260,2013-06-14,0.0,47,68
1261,2013-06-15,0.0,43,71
1262,2013-06-16,0.0,50,70
1263,2013-06-17,0.0,47,66
1264,2013-06-18,0.0,46,68
1265,2013-06-19,0.0,42,73
1266,2013-06-20,0.0,50,67
1267,2013-06-21,0.0,58,66
1268,2013-06-22,0.0,59,73
1269,2013-06-23,0.0,60,80
1270,2013-06-24,0.0,59,83
1271,2013-06-25,0.0,60,85
1272,2013-06-26,0.0,57,86
1273,2013-06-27,0.0,63,76
1274,2013-06-28,0.0,60,76
1275,2013-06-29,0.0,59,76
1276,2013-06-30,0.0,55,74
1277,2013-07-01,0.0,54,76
1278,2013-07-02,0.0,53,75
1279,2013-07-03,0.0,58,79
1280,2013-07-04,0.0,62,76
1281,2013-07-05,0.0,59,84
1282,2013-07-06,0.0,61,86
1283,2013-07-07,0.0,61,83
1284,2013-07-08,0.0,62,71
1285,2013-07-09,0.0,64,79
1286,2013-07-10,0.0,55,69
1287,2013-07-11,0.0,53,71
1288,2013-07-12,0.0,51,81
1289,2013-07-13,0.0,56,84
1290,2013-07-14,0.0,60,86
1291,2013-07-15,0.0,63,88
1292,2013-07-16,0.0,67,92
1293,2013-07-17,0.0,71,91
1294,2013-07-18,0.0,69,82
1295,2013-07-19,0.0,58,80
1296,2013-07-20,0.0,52,66
1297,2013-07-21,0.0,49,71
1298,2013-07-22,0.0,58,80
1299,2013-07-23,0.0,53,70
1300,2013-07-24,0.0,46,71
1301,2013-07-25,0.0,52,75
1302,2013-07-26,0.0,58,66
1303,2013-07-27,0.0,53,64
1304,2013-07-28,0.0,52,65
1305,2013-07-29,0.0,54,66
1306,2013-07-30,0.0,50,76
1307,2013-07-31,0.0,57,75
1308,2013-08-01,0.0,54,69
1309,2013-08-02,0.0,53,70
1310,2013-08-03,0.0,54,64
1311,2013-08-04,0.0,49,69
1312,2013-08-05,0.0,49,72
1313,2013-08-06,0.0,60,74
1314,2013-08-07,0.0,56,68
1315,2013-08-08,0.0,50,72
1316,2013-08-09,0.0,52,69
1317,2013-08-10,0.0,47,70
1318,2013-08-11,0.0,49,74
1319,2013-08-12,0.0,54,72
1320,2013-08-13,0.0,49,60
1321,2013-08-14,0.0,51,67
1322,2013-08-15,0.0,50,72
1323,2013-08-16,0.0,48,79
1324,2013-08-17,0.0,55,81
1325,2013-08-18,0.0,56,80
1326,2013-08-19,0.0,57,80
1327,2013-08-20,0.0,64,83
1328,2013-08-21,0.0,65,84
1329,2013-08-22,0.0,59,78
1330,2013-08-23,0.0,52,76
1331,2013-08-24,0.0,54,79
1332,2013-08-25,0.0,60,77
1333,2013-08-26,0.0,66,82
1334,2013-08-27,0.0,64,84
1335,2013-08-28,0.0,64,83
1336,2013-08-29,0.0,63,86
1337,2013-08-30,0.0,67,76
1338,2013-08-31,0.0,59,76
1339,2013-09-01,0.0,56,69
1340,2013-09-02,0.0,53,56
1341,2013-09-03,0.0,55,70
1342,2013-09-04,0.0,52,63
1343,2013-09-05,0.0,42,62
1344,2013-09-06,0.0,47,71
1345,2013-09-07,0.0,58,74
1346,2013-09-08,0.0,50,68
1347,2013-09-09,0.0,52,66
1348,2013-09-10,0.0,64,82
1349,2013-09-11,0.0,62,74
1350,2013-09-12,0.0,46,64
1351,2013-09-13,0.0,40,55
1352,2013-09-14,0.0,40,66
1353,2013-09-15,0.0,43,61
1354,2013-09-16,0.0,37,55
1355,2013-09-17,0.0,39,63
1356,2013-09-18,0.0,47,67
1357,2013-09-19,0.0,60,74
1358,2013-09-20,0.0,56,70
1359,2013-09-21,0.0,42,56
1360,2013-09-22,0.0,38,54
1361,2013-09-23,0.0,38,59
1362,2013-09-24,0.0,42,65
1363,2013-09-25,0.0,42,68
1364,2013-09-26,0.0,43,72
1365,2013-09-27,0.0,47,72
1366,2013-09-28,0.0,53,70
1367,2013-09-29,0.0,47,65
1368,2013-09-30,0.0,42,67
1369,2013-10-01,0.0,52,73
1370,2013-10-02,0.0,48,67
1371,2013-10-03,0.0,47,57
1372,2013-10-04,0.0,54,63
1373,2013-10-05,0.0,46,54
1374,2013-10-06,0.0,48,59
1375,2013-10-07,0.0,44,55
1376,2013-10-08,0.0,37,64
1377,2013-10-09,0.0,48,71
1378,2013-10-10,0.0,45,69
1379,2013-10-11,0.0,50,65
1380,2013-10-12,0.0,49,69
1381,2013-10-13,0.0,41,61
1382,2013-10-14,0.0,34,58
1383,2013-10-15,0.0,38,57
1384,2013-10-16,0.0,48,56
1385,2013-10-17,0.0,42,51
1386,2013-10-18,0.0,37,53
1387,2013-10-19,0.0,36,51
1388,2013-10-20,0.0,34,50
1389,2013-10-21,0.0,33,48
1390,2013-10-22,0.2,28,44
1391,2013-10-23,4.7,27,38
1392,2013-10-24,T,35,44
1393,2013-10-25,1.2,30,45
1394,2013-10-26,T,33,45
1395,2013-10-27,T,32,43
1396,2013-10-28,0.0,27,38
1397,2013-10-29,0.3,27,37
1398,2013-10-30,0.3,32,48
1399,2013-10-31,0.0,47,52
1400,2013-11-01,0.0,37,51
1401,2013-11-02,0.0,30,40
1402,2013-11-03,0.0,27,40
1403,2013-11-04,0.0,35,45
1404,2013-11-05,0.0,41,56
1405,2013-11-06,0.0,36,50
1406,2013-11-07,1.4,32,38
1407,2013-11-08,1.6,30,34
1408,2013-11-09,0.5,33,41
1409,2013-11-10,T,32,40
1410,2013-11-11,1.7,19,39
1411,2013-11-12,0.7,20,29
1412,2013-11-13,0.0,21,42
1413,2013-11-14,0.0,37,45
1414,2013-11-15,0.0,35,51
1415,2013-11-16,0.0,32,48
1416,2013-11-17,0.0,45,56
1417,2013-11-18,2.1,29,45
1418,2013-11-19,T,24,29
1419,2013-11-20,0.0,27,39
1420,2013-11-21,0.0,36,39
1421,2013-11-22,0.7,24,38
1422,2013-11-23,1.4,8,27
1423,2013-11-24,1.0,4,21
1424,2013-11-25,0.7,21,33
1425,2013-11-26,2.0,19,33
1426,2013-11-27,0.1,11,22
1427,2013-11-28,T,8,18
1428,2013-11-29,0.0,8,27
1429,2013-11-30,1.1,27,32
1430,2013-12-01,0.0,26,32
1431,2013-12-02,0.0,15,31
1432,2013-12-03,0.1,11,23
1433,2013-12-04,2.0,22,35
1434,2013-12-05,0.0,14,43
1435,2013-12-06,T,9,23
1436,2013-12-07,T,9,20
1437,2013-12-08,0.9,2,19
1438,2013-12-09,3.4,7,27
1439,2013-12-10,0.1,-2,13
1440,2013-12-11,5.0,3,11
1441,2013-12-12,0.9,0,17
1442,2013-12-13,1.2,-8,15
1443,2013-12-14,0.1,-7,6
1444,2013-12-15,0.8,-1,13
1445,2013-12-16,0.8,-15,10
1446,2013-12-17,3.2,10,20
1447,2013-12-18,1.2,17,22
1448,2013-12-19,0.1,14,22
1449,2013-12-20,1.4,11,20
1450,2013-12-21,0.1,17,23
1451,2013-12-22,2.6,5,20
1452,2013-12-23,0.5,-2,8
1453,2013-12-24,0.0,-9,5
1454,2013-12-25,2.9,-2,20
1455,2013-12-26,0.1,1,23
1456,2013-12-27,T,5,30
1457,2013-12-28,0.0,20,33
1458,2013-12-29,0.3,-7,20
1459,2013-12-30,T,-15,6
1460,2013-12-31,5.3,-3,13
1461,2014-01-01,0.8,-14,4
1462,2014-01-02,T,-14,1
1463,2014-01-03,0.2,-16,15
1464,2014-01-04,2.0,15,28
1465,2014-01-05,0.1,9,21
1466,2014-01-06,1.6,-6,9
1467,2014-01-07,1.2,-8,4
1468,2014-01-08,0.1,-4,15
1469,2014-01-09,0.2,1,19
1470,2014-01-10,0.6,17,32
1471,2014-01-11,2.1,32,35
1472,2014-01-12,0.4,30,33
1473,2014-01-13,0.1,28,37
1474,2014-01-14,1.9,21,28
1475,2014-01-15,1.3,7,21
1476,2014-01-16,2.3,15,24
1477,2014-01-17,0.6,17,29
1478,2014-01-18,T,4,19
1479,2014-01-19,2.0,5,23
1480,2014-01-20,0.0,-8,5
1481,2014-01-21,0.0,-18,0
1482,2014-01-22,0.6,-5,5
1483,2014-01-23,T,-13,5
1484,2014-01-24,5.2,-13,17
1485,2014-01-25,3.6,-4,19
1486,2014-01-26,1.8,-14,5
1487,2014-01-27,3.2,-11,4
1488,2014-01-28,0.2,-11,3
1489,2014-01-29,0.4,1,14
1490,2014-01-30,2.6,14,27
1491,2014-01-31,0.4,9,16
1492,2014-02-01,0.3,10,19
1493,2014-02-02,1.5,-1,17
1494,2014-02-03,0.0,-4,18
1495,2014-02-04,T,4,21
1496,2014-02-05,T,5,14
1497,2014-02-06,T,-1,14
1498,2014-02-07,0.0,-4,12
1499,2014-02-08,T,-3,17
1500,2014-02-09,T,-4,17
1501,2014-02-10,0.1,-6,8
1502,2014-02-11,T,-10,11
1503,2014-02-12,0.4,0,19
1504,2014-02-13,0.8,9,22
1505,2014-02-14,2.9,7,27
1506,2014-02-15,0.5,-2,11
1507,2014-02-16,0.6,-7,16
1508,2014-02-17,1.8,-6,18
1509,2014-02-18,1.6,7,28
1510,2014-02-19,0.0,20,36
1511,2014-02-20,0.4,16,36
1512,2014-02-21,0.9,18,36
1513,2014-02-22,0.2,13,21
1514,2014-02-23,1.0,8,18
1515,2014-02-24,0.2,2,13
1516,2014-02-25,1.2,-1,13
1517,2014-02-26,0.3,-11,8
1518,2014-02-27,0.3,-15,2
1519,2014-02-28,0.9,-21,9
1520,2014-03-01,0.1,-7,10
1521,2014-03-02,T,-16,2
1522,2014-03-03,0.0,-13,13
1523,2014-03-04,0.4,-1,18
1524,2014-03-05,0.0,-1,18
1525,2014-03-06,0.0,-5,22
1526,2014-03-07,2.2,12,27
1527,2014-03-08,0.0,5,23
1528,2014-03-09,0.3,-1,31
1529,2014-03-10,0.0,23,43
1530,2014-03-11,0.0,23,35
1531,2014-03-12,0.0,-1,24
1532,2014-03-13,0.4,-9,23
1533,2014-03-14,T,21,39
1534,2014-03-15,0.6,5,30
1535,2014-03-16,0.0,-7,11
1536,2014-03-17,0.8,-7,20
1537,2014-03-18,0.7,15,30
1538,2014-03-19,3.4,28,32
1539,2014-03-20,1.0,15,31
1540,2014-03-21,1.9,14,35
1541,2014-03-22,0.9,7,26
1542,2014-03-23,T,0,18
1543,2014-03-24,0.0,-7,22
1544,2014-03-25,0.1,-14,M
1545,2014-03-26,0.0,M,26
1546,2014-03-27,4.4,19,33
1547,2014-03-28,1.0,23,37
1548,2014-03-29,0.0,19,40
1549,2014-03-30,0.0,15,40
1550,2014-03-31,0.0,27,42
1551,2014-04-01,1.1,21,38
1552,2014-04-02,T,18,31
1553,2014-04-03,0.0,13,39
1554,2014-04-04,3.3,22,38
1555,2014-04-05,T,18,32
1556,2014-04-06,0.0,18,48
1557,2014-04-07,0.0,35,51
1558,2014-04-08,0.0,30,47
1559,2014-04-09,0.0,27,49
1560,2014-04-10,0.0,35,51
1561,2014-04-11,0.0,28,52
1562,2014-04-12,0.1,30,41
1563,2014-04-13,0.0,35,46
1564,2014-04-14,1.8,21,39
1565,2014-04-15,0.3,13,21
1566,2014-04-16,1.4,9,35
1567,2014-04-17,2.3,28,38
1568,2014-04-18,0.0,31,37
1569,2014-04-19,0.0,24,42
1570,2014-04-20,0.0,33,39
1571,2014-04-21,0.0,36,49
1572,2014-04-22,T,32,42
1573,2014-04-23,0.0,29,45
1574,2014-04-24,0.0,29,51
1575,2014-04-25,0.3,33,45
1576,2014-04-26,0.8,30,45
1577,2014-04-27,0.0,28,53
1578,2014-04-28,0.0,36,56
1579,2014-04-29,0.0,43,47
1580,2014-04-30,0.0,42,46
1581,2014-05-01,0.0,39,44
1582,2014-05-02,0.0,35,45
1583,2014-05-03,0.0,37,48
1584,2014-05-04,0.0,33,46
1585,2014-05-05,0.0,30,50
1586,2014-05-06,0.0,30,57
1587,2014-05-07,0.0,41,56
1588,2014-05-08,0.0,43,56
1589,2014-05-09,0.0,39,65
1590,2014-05-10,0.0,39,51
1591,2014-05-11,0.0,35,69
1592,2014-05-12,0.0,48,54
1593,2014-05-13,0.0,40,55
1594,2014-05-14,0.0,37,55
1595,2014-05-15,0.0,35,43
1596,2014-05-16,0.0,32,42
1597,2014-05-17,0.0,32,51
1598,2014-05-18,0.0,34,66
1599,2014-05-19,0.0,43,72
1600,2014-05-20,0.0,47,52
1601,2014-05-21,0.0,39,67
1602,2014-05-22,0.0,38,47
1603,2014-05-23,0.0,38,64
1604,2014-05-24,0.0,42,76
1605,2014-05-25,0.0,49,82
1606,2014-05-26,0.0,51,81
1607,2014-05-27,0.0,46,70
1608,2014-05-28,0.0,44,72
1609,2014-05-29,0.0,44,79
1610,2014-05-30,0.0,50,79
1611,2014-05-31,0.0,53,76
1612,2014-06-01,0.0,54,78
1613,2014-06-02,0.0,58,68
1614,2014-06-03,0.0,47,63
1615,2014-06-04,0.0,43,63
